"States","Regions","Latitude","Longitude","Dates","Power_Usage","Date_Converted"
"Manipur","NER","24.799971","93.950017","12/01/2019","2.50","2019-01-12"
"Meghalaya","NER","25.570492","91.880014","12/01/2019","6.00","2019-01-12"
"Mizoram","NER","23.710399","92.720015","12/01/2019","1.80","2019-01-12"
"Nagaland","NER","25.666998","94.116570","12/01/2019","2.00","2019-01-12"
"Tripura","NER","23.835404","91.279999","12/01/2019","4.60","2019-01-12"
"Punjab","NR","31.519974","75.980003","13/01/2019","135.80","2019-01-13"
"Haryana","NR","28.450006","77.019991","13/01/2019","141.40","2019-01-13"
"Rajasthan","NR","26.449999","74.639981","13/01/2019","186.90","2019-01-13"
"Delhi","NR","28.669993","77.230004","13/01/2019","89.40","2019-01-13"
"UP","NR","27.599981","78.050006","13/01/2019","310.00","2019-01-13"
"Uttarakhand","NR","30.320409","78.050006","13/01/2019","36.70","2019-01-13"
"HP","NR","31.100025","77.166597","13/01/2019","26.40","2019-01-13"
"J&K","NR","33.450000","76.240000","13/01/2019","32.70","2019-01-13"
"Chandigarh","NR","30.719997","76.780006","13/01/2019","3.80","2019-01-13"
"Chhattisgarh","WR","22.090420","82.159987","13/01/2019","87.60","2019-01-13"
"Gujarat","WR","22.258700","71.192400","13/01/2019","301.20","2019-01-13"
"MP","WR","21.300391","76.130019","13/01/2019","168.60","2019-01-13"
"Maharashtra","WR","19.250232","73.160175","13/01/2019","408.30","2019-01-13"
"Goa","WR","15.491997","73.818001","13/01/2019","12.40","2019-01-13"
"DNH","WR","20.266578","73.016618","13/01/2019","17.60","2019-01-13"
"Andhra Pradesh","SR","14.750429","78.570026","13/01/2019","164.90","2019-01-13"
"Telangana","SR","18.112400","79.019300","13/01/2019","176.90","2019-01-13"
"Karnataka","SR","12.570381","76.919997","13/01/2019","162.40","2019-01-13"
"Kerala","SR","8.900373","76.569993","13/01/2019","72.40","2019-01-13"
"Tamil Nadu","SR","12.920386","79.150042","13/01/2019","314.10","2019-01-13"
"Pondy","SR","11.934994","79.830000","13/01/2019","8.40","2019-01-13"
"Bihar","ER","25.785414","87.479973","13/01/2019","87.70","2019-01-13"
"Jharkhand","ER","23.800393","86.419986","13/01/2019","24.80","2019-01-13"
"Odisha","ER","19.820430","85.900017","13/01/2019","84.30","2019-01-13"
"West Bengal","ER","22.580390","88.329947","13/01/2019","155.30","2019-01-13"
"Sikkim","ER","27.333330","88.616648","13/01/2019","1.00","2019-01-13"
"Arunachal Pradesh","NER","27.100399","93.616601","13/01/2019","2.10","2019-01-13"
"Assam","NER","26.749981","94.216667","13/01/2019","30.10","2019-01-13"
"Manipur","NER","24.799971","93.950017","13/01/2019","2.50","2019-01-13"
"Meghalaya","NER","25.570492","91.880014","13/01/2019","5.90","2019-01-13"
"Mizoram","NER","23.710399","92.720015","13/01/2019","1.80","2019-01-13"
"Nagaland","NER","25.666998","94.116570","13/01/2019","2.20","2019-01-13"
"Tripura","NER","23.835404","91.279999","13/01/2019","4.80","2019-01-13"
"Punjab","NR","31.519974","75.980003","14/01/2019","139.30","2019-01-14"
"Haryana","NR","28.450006","77.019991","14/01/2019","143.80","2019-01-14"
"Rajasthan","NR","26.449999","74.639981","14/01/2019","195.20","2019-01-14"
"Delhi","NR","28.669993","77.230004","14/01/2019","82.20","2019-01-14"
"UP","NR","27.599981","78.050006","14/01/2019","319.50","2019-01-14"
"Uttarakhand","NR","30.320409","78.050006","14/01/2019","35.50","2019-01-14"
"HP","NR","31.100025","77.166597","14/01/2019","26.90","2019-01-14"
"J&K","NR","33.450000","76.240000","14/01/2019","37.60","2019-01-14"
"Chandigarh","NR","30.719997","76.780006","14/01/2019","3.50","2019-01-14"
"Chhattisgarh","WR","22.090420","82.159987","14/01/2019","89.60","2019-01-14"
"Gujarat","WR","22.258700","71.192400","14/01/2019","305.60","2019-01-14"
"MP","WR","21.300391","76.130019","14/01/2019","170.70","2019-01-14"
"Maharashtra","WR","19.250232","73.160175","14/01/2019","406.30","2019-01-14"
"Goa","WR","15.491997","73.818001","14/01/2019","12.40","2019-01-14"
"DNH","WR","20.266578","73.016618","14/01/2019","18.50","2019-01-14"
"Andhra Pradesh","SR","14.750429","78.570026","14/01/2019","163.30","2019-01-14"
"Telangana","SR","18.112400","79.019300","14/01/2019","177.00","2019-01-14"
"Karnataka","SR","12.570381","76.919997","14/01/2019","156.70","2019-01-14"
"Kerala","SR","8.900373","76.569993","14/01/2019","69.60","2019-01-14"
"Tamil Nadu","SR","12.920386","79.150042","14/01/2019","305.90","2019-01-14"
"Pondy","SR","11.934994","79.830000","14/01/2019","8.30","2019-01-14"
"Bihar","ER","25.785414","87.479973","14/01/2019","88.20","2019-01-14"
"Jharkhand","ER","23.800393","86.419986","14/01/2019","24.80","2019-01-14"
"Odisha","ER","19.820430","85.900017","14/01/2019","85.70","2019-01-14"
"West Bengal","ER","22.580390","88.329947","14/01/2019","143.90","2019-01-14"
"Sikkim","ER","27.333330","88.616648","14/01/2019","0.90","2019-01-14"
"Arunachal Pradesh","NER","27.100399","93.616601","14/01/2019","2.10","2019-01-14"
"Assam","NER","26.749981","94.216667","14/01/2019","31.70","2019-01-14"
"Manipur","NER","24.799971","93.950017","14/01/2019","2.50","2019-01-14"
"Meghalaya","NER","25.570492","91.880014","14/01/2019","5.40","2019-01-14"
"Mizoram","NER","23.710399","92.720015","14/01/2019","1.80","2019-01-14"
"Nagaland","NER","25.666998","94.116570","14/01/2019","2.10","2019-01-14"
"Tripura","NER","23.835404","91.279999","14/01/2019","5.00","2019-01-14"
"Punjab","NR","31.519974","75.980003","15/01/2019","141.10","2019-01-15"
"Haryana","NR","28.450006","77.019991","15/01/2019","142.90","2019-01-15"
"Rajasthan","NR","26.449999","74.639981","15/01/2019","185.40","2019-01-15"
"Delhi","NR","28.669993","77.230004","15/01/2019","77.80","2019-01-15"
"UP","NR","27.599981","78.050006","15/01/2019","326.70","2019-01-15"
"Uttarakhand","NR","30.320409","78.050006","15/01/2019","34.30","2019-01-15"
"HP","NR","31.100025","77.166597","15/01/2019","25.60","2019-01-15"
"J&K","NR","33.450000","76.240000","15/01/2019","39.50","2019-01-15"
"Chandigarh","NR","30.719997","76.780006","15/01/2019","3.20","2019-01-15"
"Chhattisgarh","WR","22.090420","82.159987","15/01/2019","88.00","2019-01-15"
"Gujarat","WR","22.258700","71.192400","15/01/2019","290.50","2019-01-15"
"MP","WR","21.300391","76.130019","15/01/2019","170.20","2019-01-15"
"Maharashtra","WR","19.250232","73.160175","15/01/2019","392.10","2019-01-15"
"Goa","WR","15.491997","73.818001","15/01/2019","12.40","2019-01-15"
"DNH","WR","20.266578","73.016618","15/01/2019","17.30","2019-01-15"
"Andhra Pradesh","SR","14.750429","78.570026","15/01/2019","160.70","2019-01-15"
"Telangana","SR","18.112400","79.019300","15/01/2019","174.30","2019-01-15"
"Karnataka","SR","12.570381","76.919997","15/01/2019","138.70","2019-01-15"
"Kerala","SR","8.900373","76.569993","15/01/2019","64.20","2019-01-15"
"Tamil Nadu","SR","12.920386","79.150042","15/01/2019","288.70","2019-01-15"
"Pondy","SR","11.934994","79.830000","15/01/2019","7.40","2019-01-15"
"Bihar","ER","25.785414","87.479973","15/01/2019","93.70","2019-01-15"
"Jharkhand","ER","23.800393","86.419986","15/01/2019","24.80","2019-01-15"
"Odisha","ER","19.820430","85.900017","15/01/2019","82.10","2019-01-15"
"West Bengal","ER","22.580390","88.329947","15/01/2019","143.40","2019-01-15"
"Sikkim","ER","27.333330","88.616648","15/01/2019","0.70","2019-01-15"
"Arunachal Pradesh","NER","27.100399","93.616601","15/01/2019","2.20","2019-01-15"
"Assam","NER","26.749981","94.216667","15/01/2019","29.20","2019-01-15"
"Manipur","NER","24.799971","93.950017","15/01/2019","2.50","2019-01-15"
"Meghalaya","NER","25.570492","91.880014","15/01/2019","5.20","2019-01-15"
"Mizoram","NER","23.710399","92.720015","15/01/2019","1.70","2019-01-15"
"Nagaland","NER","25.666998","94.116570","15/01/2019","2.20","2019-01-15"
"Tripura","NER","23.835404","91.279999","15/01/2019","4.80","2019-01-15"
"Punjab","NR","31.519974","75.980003","16/01/2019","231.90","2019-01-16"
"Haryana","NR","28.450006","77.019991","16/01/2019","180.50","2019-01-16"
"Rajasthan","NR","26.449999","74.639981","16/01/2019","175.30","2019-01-16"
"Delhi","NR","28.669993","77.230004","16/01/2019","111.80","2019-01-16"
"UP","NR","27.599981","78.050006","16/01/2019","399.00","2019-01-16"
"Uttarakhand","NR","30.320409","78.050006","16/01/2019","41.00","2019-01-16"
"HP","NR","31.100025","77.166597","16/01/2019","29.40","2019-01-16"
"J&K","NR","33.450000","76.240000","16/01/2019","41.80","2019-01-16"
"Chandigarh","NR","30.719997","76.780006","16/01/2019","6.00","2019-01-16"
"Chhattisgarh","WR","22.090420","82.159987","16/01/2019","89.20","2019-01-16"
"Gujarat","WR","22.258700","71.192400","16/01/2019","299.50","2019-01-16"
"MP","WR","21.300391","76.130019","16/01/2019","185.10","2019-01-16"
"Maharashtra","WR","19.250232","73.160175","16/01/2019","377.10","2019-01-16"
"Goa","WR","15.491997","73.818001","16/01/2019","11.30","2019-01-16"
"DNH","WR","20.266578","73.016618","16/01/2019","18.90","2019-01-16"
"Andhra Pradesh","SR","14.750429","78.570026","16/01/2019","155.20","2019-01-16"
"Telangana","SR","18.112400","79.019300","16/01/2019","161.30","2019-01-16"
"Karnataka","SR","12.570381","76.919997","16/01/2019","175.20","2019-01-16"
"Kerala","SR","8.900373","76.569993","16/01/2019","68.50","2019-01-16"
"Tamil Nadu","SR","12.920386","79.150042","16/01/2019","301.40","2019-01-16"
"Pondy","SR","11.934994","79.830000","16/01/2019","7.60","2019-01-16"
"Bihar","ER","25.785414","87.479973","16/01/2019","93.50","2019-01-16"
"Jharkhand","ER","23.800393","86.419986","16/01/2019","22.10","2019-01-16"
"Odisha","ER","19.820430","85.900017","16/01/2019","82.60","2019-01-16"
"West Bengal","ER","22.580390","88.329947","16/01/2019","152.90","2019-01-16"
"Sikkim","ER","27.333330","88.616648","16/01/2019","0.70","2019-01-16"
"Arunachal Pradesh","NER","27.100399","93.616601","16/01/2019","2.20","2019-01-16"
"Assam","NER","26.749981","94.216667","16/01/2019","31.30","2019-01-16"
"Manipur","NER","24.799971","93.950017","16/01/2019","2.30","2019-01-16"
"Meghalaya","NER","25.570492","91.880014","16/01/2019","5.60","2019-01-16"
"Mizoram","NER","23.710399","92.720015","16/01/2019","1.80","2019-01-16"
"Nagaland","NER","25.666998","94.116570","16/01/2019","2.20","2019-01-16"
"Tripura","NER","23.835404","91.279999","16/01/2019","5.80","2019-01-16"
"Punjab","NR","31.519974","75.980003","17/01/2019","253.80","2019-01-17"
"Haryana","NR","28.450006","77.019991","17/01/2019","196.40","2019-01-17"
"Rajasthan","NR","26.449999","74.639981","17/01/2019","197.20","2019-01-17"
"Delhi","NR","28.669993","77.230004","17/01/2019","115.60","2019-01-17"
"UP","NR","27.599981","78.050006","17/01/2019","412.50","2019-01-17"
"Uttarakhand","NR","30.320409","78.050006","17/01/2019","41.70","2019-01-17"
"HP","NR","31.100025","77.166597","17/01/2019","29.80","2019-01-17"
"J&K","NR","33.450000","76.240000","17/01/2019","42.30","2019-01-17"
"Chandigarh","NR","30.719997","76.780006","17/01/2019","5.60","2019-01-17"
"Chhattisgarh","WR","22.090420","82.159987","17/01/2019","83.50","2019-01-17"
"Gujarat","WR","22.258700","71.192400","17/01/2019","282.00","2019-01-17"
"MP","WR","21.300391","76.130019","17/01/2019","183.70","2019-01-17"
"Maharashtra","WR","19.250232","73.160175","17/01/2019","368.40","2019-01-17"
"Goa","WR","15.491997","73.818001","17/01/2019","11.30","2019-01-17"
"DNH","WR","20.266578","73.016618","17/01/2019","18.40","2019-01-17"
"Andhra Pradesh","SR","14.750429","78.570026","17/01/2019","161.80","2019-01-17"
"Telangana","SR","18.112400","79.019300","17/01/2019","156.50","2019-01-17"
"Karnataka","SR","12.570381","76.919997","17/01/2019","167.10","2019-01-17"
"Kerala","SR","8.900373","76.569993","17/01/2019","70.30","2019-01-17"
"Tamil Nadu","SR","12.920386","79.150042","17/01/2019","313.90","2019-01-17"
"Pondy","SR","11.934994","79.830000","17/01/2019","7.70","2019-01-17"
"Bihar","ER","25.785414","87.479973","17/01/2019","98.90","2019-01-17"
"Jharkhand","ER","23.800393","86.419986","17/01/2019","22.30","2019-01-17"
"Odisha","ER","19.820430","85.900017","17/01/2019","85.90","2019-01-17"
"West Bengal","ER","22.580390","88.329947","17/01/2019","167.70","2019-01-17"
"Sikkim","ER","27.333330","88.616648","17/01/2019","0.80","2019-01-17"
"Arunachal Pradesh","NER","27.100399","93.616601","17/01/2019","2.20","2019-01-17"
"Assam","NER","26.749981","94.216667","17/01/2019","33.10","2019-01-17"
"Manipur","NER","24.799971","93.950017","17/01/2019","2.50","2019-01-17"
"Meghalaya","NER","25.570492","91.880014","17/01/2019","5.50","2019-01-17"
"Mizoram","NER","23.710399","92.720015","17/01/2019","1.80","2019-01-17"
"Nagaland","NER","25.666998","94.116570","17/01/2019","2.20","2019-01-17"
"Tripura","NER","23.835404","91.279999","17/01/2019","4.20","2019-01-17"
"Punjab","NR","31.519974","75.980003","18/01/2019","236.40","2019-01-18"
"Haryana","NR","28.450006","77.019991","18/01/2019","193.90","2019-01-18"
"Rajasthan","NR","26.449999","74.639981","18/01/2019","209.80","2019-01-18"
"Delhi","NR","28.669993","77.230004","18/01/2019","117.90","2019-01-18"
"UP","NR","27.599981","78.050006","18/01/2019","426.00","2019-01-18"
"Uttarakhand","NR","30.320409","78.050006","18/01/2019","40.30","2019-01-18"
"HP","NR","31.100025","77.166597","18/01/2019","27.90","2019-01-18"
"J&K","NR","33.450000","76.240000","18/01/2019","36.70","2019-01-18"
"Chandigarh","NR","30.719997","76.780006","18/01/2019","5.00","2019-01-18"
"Chhattisgarh","WR","22.090420","82.159987","18/01/2019","82.20","2019-01-18"
"Gujarat","WR","22.258700","71.192400","18/01/2019","269.10","2019-01-18"
"MP","WR","21.300391","76.130019","18/01/2019","183.40","2019-01-18"
"Maharashtra","WR","19.250232","73.160175","18/01/2019","360.80","2019-01-18"
"Goa","WR","15.491997","73.818001","18/01/2019","11.30","2019-01-18"
"DNH","WR","20.266578","73.016618","18/01/2019","18.30","2019-01-18"
"Andhra Pradesh","SR","14.750429","78.570026","18/01/2019","169.90","2019-01-18"
"Telangana","SR","18.112400","79.019300","18/01/2019","169.40","2019-01-18"
"Karnataka","SR","12.570381","76.919997","18/01/2019","182.50","2019-01-18"
"Kerala","SR","8.900373","76.569993","18/01/2019","71.60","2019-01-18"
"Tamil Nadu","SR","12.920386","79.150042","18/01/2019","321.50","2019-01-18"
"Pondy","SR","11.934994","79.830000","18/01/2019","8.20","2019-01-18"
"Bihar","ER","25.785414","87.479973","18/01/2019","106.10","2019-01-18"
"Jharkhand","ER","23.800393","86.419986","18/01/2019","24.10","2019-01-18"
"Odisha","ER","19.820430","85.900017","18/01/2019","89.10","2019-01-18"
"West Bengal","ER","22.580390","88.329947","18/01/2019","175.90","2019-01-18"
"Sikkim","ER","27.333330","88.616648","18/01/2019","0.80","2019-01-18"
"Arunachal Pradesh","NER","27.100399","93.616601","18/01/2019","2.50","2019-01-18"
"Assam","NER","26.749981","94.216667","18/01/2019","32.50","2019-01-18"
"Manipur","NER","24.799971","93.950017","18/01/2019","2.50","2019-01-18"
"Meghalaya","NER","25.570492","91.880014","18/01/2019","5.80","2019-01-18"
"Mizoram","NER","23.710399","92.720015","18/01/2019","1.60","2019-01-18"
"Nagaland","NER","25.666998","94.116570","18/01/2019","2.30","2019-01-18"
"Tripura","NER","23.835404","91.279999","18/01/2019","4.30","2019-01-18"
"Punjab","NR","31.519974","75.980003","19/01/2019","229.80","2019-01-19"
"Haryana","NR","28.450006","77.019991","19/01/2019","201.80","2019-01-19"
"Rajasthan","NR","26.449999","74.639981","19/01/2019","197.60","2019-01-19"
"Delhi","NR","28.669993","77.230004","19/01/2019","121.90","2019-01-19"
"UP","NR","27.599981","78.050006","19/01/2019","437.90","2019-01-19"
"Uttarakhand","NR","30.320409","78.050006","19/01/2019","42.40","2019-01-19"
"HP","NR","31.100025","77.166597","19/01/2019","28.70","2019-01-19"
"J&K","NR","33.450000","76.240000","19/01/2019","38.50","2019-01-19"
"Chandigarh","NR","30.719997","76.780006","19/01/2019","5.30","2019-01-19"
"Chhattisgarh","WR","22.090420","82.159987","19/01/2019","86.80","2019-01-19"
"Gujarat","WR","22.258700","71.192400","19/01/2019","260.20","2019-01-19"
"MP","WR","21.300391","76.130019","19/01/2019","183.70","2019-01-19"
"Maharashtra","WR","19.250232","73.160175","19/01/2019","371.20","2019-01-19"
"Goa","WR","15.491997","73.818001","19/01/2019","11.80","2019-01-19"
"DNH","WR","20.266578","73.016618","19/01/2019","18.10","2019-01-19"
"Andhra Pradesh","SR","14.750429","78.570026","19/01/2019","166.00","2019-01-19"
"Telangana","SR","18.112400","79.019300","19/01/2019","171.80","2019-01-19"
"Karnataka","SR","12.570381","76.919997","19/01/2019","185.00","2019-01-19"
"Kerala","SR","8.900373","76.569993","19/01/2019","72.60","2019-01-19"
"Tamil Nadu","SR","12.920386","79.150042","19/01/2019","325.80","2019-01-19"
"Pondy","SR","11.934994","79.830000","19/01/2019","8.30","2019-01-19"
"Bihar","ER","25.785414","87.479973","19/01/2019","105.50","2019-01-19"
"Jharkhand","ER","23.800393","86.419986","19/01/2019","23.80","2019-01-19"
"Odisha","ER","19.820430","85.900017","19/01/2019","98.10","2019-01-19"
"West Bengal","ER","22.580390","88.329947","19/01/2019","180.60","2019-01-19"
"Sikkim","ER","27.333330","88.616648","19/01/2019","0.90","2019-01-19"
"Arunachal Pradesh","NER","27.100399","93.616601","19/01/2019","2.40","2019-01-19"
"Assam","NER","26.749981","94.216667","19/01/2019","31.40","2019-01-19"
"Manipur","NER","24.799971","93.950017","19/01/2019","2.60","2019-01-19"
"Meghalaya","NER","25.570492","91.880014","19/01/2019","5.60","2019-01-19"
"Mizoram","NER","23.710399","92.720015","19/01/2019","1.60","2019-01-19"
"Nagaland","NER","25.666998","94.116570","19/01/2019","2.20","2019-01-19"
"Tripura","NER","23.835404","91.279999","19/01/2019","4.80","2019-01-19"
"Punjab","NR","31.519974","75.980003","20/01/2019","195.00","2019-01-20"
"Haryana","NR","28.450006","77.019991","20/01/2019","192.30","2019-01-20"
"Rajasthan","NR","26.449999","74.639981","20/01/2019","197.60","2019-01-20"
"Delhi","NR","28.669993","77.230004","20/01/2019","121.70","2019-01-20"
"UP","NR","27.599981","78.050006","20/01/2019","428.30","2019-01-20"
"Uttarakhand","NR","30.320409","78.050006","20/01/2019","42.40","2019-01-20"
"HP","NR","31.100025","77.166597","20/01/2019","28.10","2019-01-20"
"J&K","NR","33.450000","76.240000","20/01/2019","40.40","2019-01-20"
"Chandigarh","NR","30.719997","76.780006","20/01/2019","5.10","2019-01-20"
"Chhattisgarh","WR","22.090420","82.159987","20/01/2019","90.00","2019-01-20"
"Gujarat","WR","22.258700","71.192400","20/01/2019","273.80","2019-01-20"
"MP","WR","21.300391","76.130019","20/01/2019","189.30","2019-01-20"
"Maharashtra","WR","19.250232","73.160175","20/01/2019","362.40","2019-01-20"
"Goa","WR","15.491997","73.818001","20/01/2019","11.80","2019-01-20"
"DNH","WR","20.266578","73.016618","20/01/2019","17.70","2019-01-20"
"Andhra Pradesh","SR","14.750429","78.570026","20/01/2019","153.90","2019-01-20"
"Telangana","SR","18.112400","79.019300","20/01/2019","152.00","2019-01-20"
